country_code,year,total_guests,total_overnights,hotel_guests,hotel_overnights,total_middle_east,total_south_asia,total_other_region_not_classified,total_nationals_residing_abroad,total_regions,total_africa,total_americas,total_east_asia_pacific,total_europe,total_region_arrivals,overnight_visitors,same_day_visitors,same_day_cruise_passengers,total_by_purpose,visitors_personal,visitors_business_professional,total_arrivals_transport,arrivals_by_air,arrivals_by_water,arrivals_by_land,total_inbound_tourism_expenditure,travel_inbound_tourism_expenditure,transport_inbound_tourism_expenditure,total_domestic_trip_visitors,domestic_trip_overnight_visitors,domestic_trip_same_day_visitors,total_guests_domestic,total_overnights_domestic,hotel_guests_domestic,hotel_overnights_domestic,total_departures,departures_overnight_visitors,departures_same_day_visitors,outbound_total_expenditure,outbound_travel_expenditure,outbound_transport_expenditure,establishments,rooms,bed_places,occupancy_rate_per_room,occupancy_rate_per_bed_place,avg_stay_length,available_capacity,total_tourism_employees,employees_visitor_accomodation_services,employees_other_accomodation_services,employees_food_and_beverage_service,employees_passenger_transportation,employees_travel_agencies,employees_other_tourism_industries
446.0,2003,,,2870.0,3456.0,1.334,16.763,1.708,,11887.876000000002,4.308,86.674,11693.497,83.592,11888.0,6309.0,5579.0,,,,,11887.876,654.603,5174.587,6058.686,4592.0,4428.0,164.0,,,,,,,,19234.295,,,351.0,335.0,16.0,69.0,9185.0,19117.0,64.27,,1.26,,,,,,,,
446.0,2004,,,3790.0,4426.0,2.041,24.24,1.988,,16672.556000000004,5.549,143.513,16371.823,123.402,16673.0,8324.0,8349.0,,,,,16672.556,861.783,6304.563,9506.21,6681.0,6456.0,225.0,,,,,,,,22054.228,,,399.0,382.0,17.0,70.0,9168.0,18591.0,75.55,,1.22,,,,,,,,
446.0,2005,,,3903.0,4563.0,2.666,30.015,2.545,,18711.187,7.935,182.768,18325.116,160.142,18711.0,9014.0,9697.0,,,,,18711.187,1040.101,6719.895,10951.191,7181.0,6924.0,257.0,,,,,,,,26083.957,,,475.0,412.0,63.0,75.0,10832.0,21460.0,70.93,,1.22,,25.6,,,14.6,9.4,1.6,
446.0,2006,,,4429.0,5129.0,3.735,40.281,3.533,,21998.122,13.469,219.61,21529.964,187.53,21998.0,10683.0,11315.0,,,,,21998.122,1236.178,7655.855,13106.089,8482.0,8176.0,306.0,,,,,,,,25758.6,,,506.0,433.0,73.0,80.0,12978.0,26851.0,72.23,63.86,1.21,,25.988999999999997,14.158,,,10.088,1.743,
446.0,2007,,,5442.0,6942.0,7.517,64.028,0.066,,27003.37,30.129,306.324,26337.971,257.335,27003.0,12945.0,14058.0,,,,,27003.37,1473.754,8980.381,16549.235,11198.0,10870.0,328.0,,,,,,,,25095.21,,,608.0,526.0,82.0,82.0,16148.0,36467.0,77.18,68.59,1.34,,91.31700000000001,23.377,,16.859,5.1,2.281,43.7
446.0,2008,,,6194.0,8605.0,7.739,94.428,,,22933.185,21.948,312.611,22224.495,271.964,22933.0,10610.0,12323.0,,,,,22933.185,1665.227,9173.206,12094.752,13749.0,13400.0,349.0,,,,,,,,25101.35,,,695.0,621.0,74.0,84.0,17533.0,41253.0,74.27,59.5,1.44,,96.89099999999999,26.501,,18.974,5.957,2.806,42.653
446.0,2009,,,6398.0,9134.0,7.52,117.677,,,21752.751000000004,16.829,278.661,21078.256,253.808,21753.0,10402.0,11351.0,,,,,21752.751,1619.099,8684.809,11448.843,15182.0,14879.0,303.0,,,,,,,,24996.957,,,713.0,645.0,68.0,90.0,19259.0,45487.0,71.4,61.74,1.5,,98.459,26.337,,19.738,6.7,2.864,42.82
446.0,2010,,,7288.0,10663.0,9.829,178.829,,,24965.411000000004,21.269,297.137,24191.556,266.791,24965.0,11926.0,13040.0,,,,,24965.411,1634.062,10244.087,13087.262,22688.0,22276.0,412.0,,,,,,,,25638.668,,,883.0,800.0,83.0,91.0,20091.0,48386.0,79.83,66.08,1.54,,102.06899999999999,26.721,,22.172,6.4,3.034,43.742
446.0,2011,,,8052.0,11684.0,12.153,177.129,,,28002.279,22.976,310.608,27205.365,274.048,28002.0,12925.0,15077.0,,,,,28002.279000000002,1681.68,11020.999,15299.6,31118.0,30595.0,523.0,,,,,,,,26355.133,,,1064.0,964.0,100.0,95.0,22356.0,54666.0,84.12,65.85,1.53,,113.45100000000001,33.052,,21.219,6.7,3.379,49.101
446.0,2012,,,8885.0,11614.0,14.131,159.456,,,28082.292,24.446,306.521,27291.856,285.882,28082.0,13577.0,14505.0,,,,,28082.292,1767.771,11484.84,14829.681,36593.0,36085.0,508.0,,,,,,,,23919.072,,,1155.0,1083.0,72.0,100.0,26069.0,66577.0,83.6,57.22,1.4,,125.87300000000002,39.5,,22,6.9,3.7,53.773
446.0,2013,,,10016.0,13080.0,14.901,168.896,,,29324.822,26.446,288.691,28529.861,296.027,29325.0,14268.0,15056.0,,,,,29324.822,1949.73,11557.593,15817.499,43755.0,43223.0,532.0,,,,,,,,23534.854,,,1239.0,1135.0,104.0,98.0,27764.0,72199.0,83.12,54.65,1.4,,132.7,39.9,,26.1,7,3.9,55.8
446.0,2014,,,10018.0,13427.0,13.725,178.335,,,31525.631999999998,31.971,285.661,30721.563,294.377,31526.0,14566.0,16960.0,,,,,31525.631999999998,2055.199,12080.543,17389.89,43412.0,42847.0,565.0,,,,,,,,23704.57,,,1385.0,1254.0,131.0,98.0,27904.0,72492.0,86.46,56.06,1.44,,140,39.5,,30.4,8.1,4.2,57.8
446.0,2015,,,9924.0,13496.0,15.453,179.121,,,30714.628,27.848,286.327,29927.451,278.428,30715.0,14308.0,16407.0,,,,,30714.627999999997,2089.774,11413.908,17210.946,31620.0,31101.0,519.0,,,,,,,,26049.73,,,1435.0,1326.0,109.0,106.0,32300.0,84814.0,81.54,53.27,1.48,,145.6,45.3,,32.3,7.3,4.5,56.2
446.0,2016,,,11300.0,14883.0,11.102,176.208,,,30950.336,25.179,299.849,30145.597,292.401,30950.0,15703.6,15246.7,,,,,30950.336,2413.317,10777.447,17759.572,31155.0,30632.0,523.0,,,,,,,,26640.929,,,1500.0,1404.0,96.0,107.0,36278.0,96706.0,83.31,51.25,1.43,,150.622,49.628,,32.6,8.3,4.3,55.794
446.0,2017,,,12389.0,16643.0,8.707,156.354,,,32610.505999999994,23.556,296.099,31833.957,291.833,32611.0,17255.0,15356.0,,,,,32610.506,2744.635,11236.083,18629.788,36596.0,36081.0,515.0,,,,,,,,27756.617,,,1702.0,1600.0,102.0,111.0,36682.0,97165.0,87.17,52.7,1.48,,152.1,49.4,,32.7,8.9,4.5,56.6
446.0,2018,,,13206.0,18091.0,8.712,155.804,,,35803.663,23.963,314.929,34997.347,302.908,35804.0,18493.0,17311.0,,,,,35803.663,3295.8,10355.396,22152.467,41481.0,40879.0,602.0,,,,,,,,28437.881,,,1941.0,1837.0,104.0,116.0,38809.0,103272.0,91.05,54.76,1.52,,155.9,50.8,,33.6,9.8,4.5,57.2
446.0,2019,,,13492.0,18439.0,8.44,135.325,,,39406.181000000004,24.162,315.418,38622.044,300.792,39406.0,18633.0,20773.0,,,,,39406.181,3847.376,6267.619,29291.186,41165.0,40590.0,575.0,,,,,,,,30429.177,,,2034.0,1922.0,112.0,122.0,38272.0,101243.0,90.81,55.11,1.53,,158.9,51.9,,34,10.1,4.7,58.2
446.0,2020,,,3245.0,5208.0,0.448,5.819,,,5896.848000000001,1.929,23.074,5843.769,21.809,5897.0,2822.0,3075.0,,,,,5896.848,436.936,426.298,5033.614,9321.0,9239.0,82.0,,,,,,,,14425.65,,,870.0,829.0,41.0,119.0,35132.0,92512.0,28.58,18.95,1.7,,144.8,43,,32.8,8.7,3.7,56.6
446.0,2021,,,5732.0,9928.0,,,,,7705.926,,0.417,7705.344,0.165,7706.0,3697.0,4009.0,,,,,7705.942999999999,501.387,200.821,7003.735,15672.0,15574.0,98.0,,,,,,,,20875.667,,,1017.0,957.0,60.0,118.0,38737.0,103954.0,50.05,32.55,1.8,,137.4,40.1,,32.2,7.6,2.7,54.8
446.0,2022,,,4206.0,7361.0,0.077,0.151,,,5700.339,0.301,3.578,5693.144,3.088,5700.3,2484.0,3216.3,,,,,5700.339,241.186,166.045,5293.108,9064.0,9064.0,,,,,,,,,21153.898,,,908.0,908.0,,123.0,37698.0,100352.0,38.36,24.86,1.85,,,,,,,,
450.0,1995,,,,1249.0,,,,,74.0,8.0,5.0,4.0,57.0,115.0,75.0,10.0,10.0,75.0,53.0,22.0,75.0,75.0,,,106.0,58.0,48.0,,,,,,,35.0,,39.0,,79.0,59.0,20.0,407.0,3040.0,6904.0,48.0,,5.12,,13.355,10.862,,,,2.493,
450.0,1996,,,,1240.0,,,,,82.0,9.0,6.0,4.0,63.0,,83.0,,,83.0,59.0,24.0,83.0,83.0,,,102.0,65.0,37.0,,,,,,,,,,,89.0,72.0,17.0,424.0,4987.0,9588.0,57.0,,4.0,,13.707,11.103,,,,2.604,
450.0,1997,,,,1511.0,,,27.0,,100.0,6.0,2.0,1.0,64.0,,101.0,,,100.0,71.0,29.0,101.0,101.0,,,110.0,74.0,36.0,,,,,,,,,,,101.0,80.0,21.0,451.0,5167.0,9911.0,57.0,,4.0,,13.979,11.318,,,,2.661,
450.0,1998,,,,2424.0,,,19.0,,119.0,15.0,2.0,1.0,82.0,,121.0,,,121.0,86.0,35.0,121.0,121.0,,,136.0,92.0,44.0,,,,,,,,,,,140.0,119.0,21.0,482.0,5558.0,10271.0,58.0,,4.0,,14.363,11.655,,,,2.708,
450.0,1999,,,,2627.0,,,13.0,,137.0,20.0,7.0,2.0,95.0,,138.0,,,138.0,98.0,40.0,138.0,138.0,,,137.0,100.0,37.0,,,,,,,,,,,133.0,111.0,22.0,556.0,7207.0,12900.0,60.0,,4.0,,15.574000000000002,12.64,,,,2.934,
450.0,2000,,,,3041.0,,,17.0,,159.0,24.0,6.0,2.0,110.0,,160.0,,,160.0,131.0,29.0,160.0,160.0,,,152.0,121.0,31.0,,,,,,,,,,,139.0,115.0,24.0,644.0,7779.0,14000.0,63.0,,4.0,,16.859,13.628,,,,3.231,
450.0,2001,,,,3234.0,,,9.0,,169.0,31.0,7.0,3.0,119.0,,170.0,,,170.0,129.0,41.0,170.0,170.0,,,149.0,115.0,34.0,,,,,,,,,,,179.0,130.0,49.0,695.0,8435.0,15100.0,66.0,,4.0,,17.564,14.01,,,,3.554,
450.0,2002,,,,555.0,,,10.0,,62.0,6.0,2.0,1.0,43.0,,62.0,,,62.0,47.0,15.0,62.0,62.0,,,109.0,64.0,45.0,,,,,,,,,,,192.0,160.0,32.0,717.0,8780.0,15800.0,22.0,,2.0,,17.594,14.031,,,,3.563,
450.0,2003,,,,2088.0,,,9.0,,139.0,22.0,4.0,5.0,99.0,,139.0,,,140.0,115.0,25.0,139.0,139.0,,,119.0,76.0,43.0,,,,,,,,,,,67.0,64.0,3.0,768.0,9325.0,16700.0,40.0,,4.0,,18.59,14.809,,,,3.781,
450.0,2004,,,,3536.0,,,1.0,,228.0,39.0,9.0,3.0,176.0,,229.0,,,229.0,158.0,71.0,229.0,229.0,,,239.0,157.0,82.0,,,,,,,,,,,108.0,93.0,15.0,853.0,10230.0,17390.0,55.0,,4.0,,19.845,15.906,,,,3.939,
450.0,2005,,,,5221.0,,,2.0,,277.0,52.0,14.0,6.0,203.0,,277.0,,,277.0,197.0,80.0,277.0,277.0,,,275.0,209.0,66.0,,,,,,,,,,,164.0,75.0,89.0,937.0,10879.0,18494.0,57.0,,4.0,,21.186999999999998,16.877,,,,4.31,
450.0,2006,,,,5299.0,,,2.0,,312.0,59.0,16.0,7.0,228.0,,312.0,,,312.0,222.0,90.0,312.0,312.0,,,382.0,235.0,147.0,,,,,,,,,,,167.0,86.0,81.0,1015.0,11872.0,20182.0,57.0,,4.0,,22.332,17.805,,,,4.527,
450.0,2007,,,,5608.0,,,5.0,,344.0,64.0,14.0,14.0,247.0,,344.0,,,344.0,245.0,99.0,344.0,344.0,,,395.0,271.0,124.0,,,,,,,,,,,188.0,97.0,91.0,1181.0,13340.0,22678.0,63.0,,4.0,,24.247,19.395,,,,4.852,
450.0,2008,,,,5815.0,,,2.0,,375.0,84.0,11.0,16.0,262.0,,375.0,,,375.0,267.0,108.0,375.0,375.0,,,440.0,350.0,90.0,,,,,,,,,,,264.0,141.0,123.0,1292.0,14443.0,23534.0,64.0,,4.0,,25.662,20.623,,,,5.039,
450.0,2009,,,,2413.0,,,4.0,,163.0,37.0,5.0,6.0,111.0,,163.0,,,163.0,130.0,33.0,163.0,163.0,,,328.0,257.0,71.0,,,,,,,,,,,225.0,111.0,114.0,1396.0,16055.0,25688.0,39.0,,4.0,,27.299,21.998,,,,5.301,
450.0,2010,,,,3298.0,,,,,196.0,40.0,6.0,7.0,143.0,,196.0,,,196.0,161.0,35.0,196.0,196.0,,,425.0,309.0,116.0,,,,,,,,,,,216.0,104.0,112.0,1573.0,17612.0,28179.0,46.0,,4.0,,29.389,23.845,,,,5.544,
450.0,2011,,,,3764.0,,,,,225.0,39.0,10.0,23.0,153.0,,225.0,,,225.0,185.0,40.0,225.0,225.0,,,507.0,478.0,29.0,,,,,,,,,,,288.0,150.0,138.0,1693.0,19112.0,30388.0,49.0,,,,31.207,25.412,,,,5.795,
450.0,2012,,,,,,,,,256.0,45.3,10.0,23.4,177.3,,256.0,,,256.0,209.9,46.1,256.0,256.0,,,596.0,560.0,36.0,,,,,,,,,,,235.0,108.0,127.0,2010.0,20520.0,32627.0,,,,,34.325,28.325,,,,6,
450.0,2013,,,,,,,1.0,,196.0,35.0,6.0,12.0,142.0,,196.0,,,196.0,159.0,37.0,196.0,196.0,,,609.0,574.0,35.0,,,,,,,,,,,256.0,133.0,123.0,2251.0,22263.0,35398.0,,,,,36.699999999999996,30.4,,,,6.3,
450.0,2014,,,,,,,1.9,,222.29999999999998,36.9,8.7,12.7,162.1,,222.0,,,222.3,181.8,40.5,222.0,222.0,,,740.0,668.0,72.0,,,,,,,,,,,317.0,156.0,161.0,2377.0,23382.0,37154.0,,,,,38,31.5,,,,6.5,
450.0,2015,,,,,0.2,3.6,115.8,,244.39999999999998,12.1,5.7,7.4,99.6,282.0,244.0,38.0,38.0,244.39999999999998,191.6,52.8,282.0,244.0,38.0,,696.0,621.0,75.0,44.0,7.0,37.0,,,,,,,,240.0,141.0,99.0,2558.0,24046.0,41612.0,0.55,0.58,20.0,,39.384,32.693,,,,6.691,
450.0,2016,,,,,0.4,7.3,125.5,,293.20000000000005,21.6,14.0,13.5,110.9,333.0,293.0,40.0,40.0,293.2,234.7,58.5,333.0,293.0,40.0,,912.0,750.0,162.0,42.0,6.0,36.0,,,,,,,,300.0,141.0,159.0,2715.0,25272.0,44325.0,0.47,0.51,20.0,,41.107,33.778,,,,7.329,
450.0,2017,,,,,0.154,2.9,156.0,,255.454,11.5,4.3,5.5,75.1,285.0,255.0,30.0,30.0,255.40000000000003,214.60000000000002,40.8,285.0,255.0,30.0,,849.0,671.0,178.0,48.0,7.0,41.0,,,,,,,,319.0,164.0,155.0,2931.0,26848.0,47089.0,0.51,0.53,22.0,,44.483000000000004,36.581,,,,7.902,
450.0,2018,,,,,0.5,5.1,100.4,19.2,291.3,20.7,10.8,12.2,141.6,360.0,291.0,69.0,69.0,291.3,257.90000000000003,33.4,360.0,291.0,69.0,,879.0,697.0,182.0,54.0,9.0,45.0,,,,,,,,309.0,183.0,126.0,3078.0,28170.0,49702.0,0.54,0.57,21.0,,46,37.8,,,,8.2,
450.0,2019,,,,,0.7,6.2,64.9,23.0,383.69999999999993,28.7,11.2,17.0,255.0,486.0,384.0,102.0,102.0,383.59999999999997,343.2,40.4,486.0,384.0,102.0,,951.0,747.0,204.0,65.0,11.0,54.0,,,,,,,,319.0,177.0,142.0,3200.0,29746.0,53147.0,0.56,0.6,21.0,,47.400000000000006,39.1,,,,8.3,
450.0,2020,,,,,0.2,3.8,8.9,5.9,68.30000000000001,8.0,4.9,5.8,36.7,87.1,68.3,18.8,18.9,68.3,65.0,3.3,87.1,68.3,18.8,,202.0,145.0,57.0,3.1,3.0,0.1,,,,,,,,84.0,66.0,18.0,3361.0,29907.0,56206.0,0.12,0.29,18.0,,40.5,40.4,,,,0.1,
450.0,2021,,,,,0.016,0.137,0.628,0.569,7.755000000000001,0.493,0.251,0.224,6.006,7.8,7.8,,,7.755,7.173,0.582,7.8,7.8,,,118.0,100.0,18.0,,,,,,,,,,,125.0,96.0,29.0,3527.0,32137.0,,,,23.0,,50.922000000000004,42.465,,,,8.457,
450.0,2022,,,,,,,,,,,,,,,,,,,,,,,,,405.0,367.0,38.0,,,,,,,,,,,297.0,175.0,122.0,,,,,,,,,,,,,,
454.0,1995,,1345.0,,,,2.0,,,192.0,140.0,6.0,8.0,36.0,,192.0,,,192.0,109.0,83.0,192.0,54.0,,138.0,22.0,18.0,4.0,,,,,,,,,,,53.0,39.0,14.0,,1613.0,,,39.0,,,,,,,,,
454.0,1996,,1355.0,,,,2.0,,,194.0,143.0,10.0,8.0,31.0,,194.0,,,194.0,110.0,84.0,193.0,59.0,,134.0,31.0,26.0,5.0,,,,,,,,,,,64.0,50.0,14.0,,1665.0,,,38.0,,,,,,,,,
454.0,1997,,1436.0,,,,2.0,,,206.0,153.0,10.0,8.0,33.0,,207.0,,,206.0,117.0,89.0,207.0,70.0,,137.0,32.0,28.0,4.0,,,,,,,,,,,81.0,70.0,11.0,,1715.0,,,37.0,7.0,,,,,,,,
454.0,1998,,1236.0,,,,2.0,,,219.0,162.0,11.0,9.0,35.0,,220.0,,,220.0,114.0,106.0,220.0,75.0,,145.0,25.0,24.0,1.0,,,,,,,,,,,49.0,39.0,10.0,,1766.0,,,38.0,8.0,,,,,,,,
454.0,1999,,1013.0,,,,3.0,,,254.0,188.0,13.0,10.0,40.0,,254.0,,,254.0,132.0,122.0,254.0,86.0,,168.0,42.0,38.0,4.0,,,,,,,,,,,52.0,47.0,5.0,,3621.0,,,40.0,9.0,,,,,,,,
454.0,2000,,1325.0,,,,,8.0,,228.0,171.0,11.0,,38.0,,228.0,,,227.0,103.0,124.0,228.0,74.0,,154.0,29.0,25.0,4.0,,,,,,,,,,,53.0,50.0,3.0,,42261.0,64110.0,,39.0,7.2,,,,,,,,
454.0,2001,,2029.0,,,,,8.0,,266.0,203.0,12.0,,43.0,,266.0,,,266.0,122.0,144.0,266.0,84.0,,182.0,40.0,25.0,15.0,,,,,,,,,,,52.0,40.0,12.0,,39600.0,44251.0,,41.0,8.1,,,,,,,,
454.0,2002,,2893.0,,,,2.0,5.0,,383.0,300.0,15.0,6.0,55.0,,383.0,,,383.0,177.0,206.0,383.0,94.0,,289.0,45.0,33.0,12.0,,,,,,,,,,,86.0,78.0,8.0,,59396.0,63585.0,,27.0,7.6,,,,,,,,
454.0,2003,,3259.0,,,,4.0,4.0,,424.0,320.0,18.0,10.0,68.0,,424.0,,,424.0,215.0,209.0,424.0,114.0,,310.0,66.0,54.0,12.0,,,,,,,,,,,70.0,57.0,13.0,,20871.0,113874.0,,33.0,8.1,,,,,,,,
454.0,2004,,3078.0,,,,7.0,4.0,,428.0,336.0,21.0,11.0,49.0,,427.0,,,427.0,219.0,208.0,427.0,114.0,3.0,310.0,75.0,62.0,13.0,,,,,,,,,,,70.0,60.0,10.0,,20871.0,113874.0,,40.0,8.0,,,,,,,,
454.0,2005,,3372.0,,,,10.0,3.0,,438.0,337.0,19.0,9.0,60.0,,438.0,,,437.0,210.0,227.0,438.0,106.0,7.0,325.0,48.0,29.0,19.0,,,,,,,,,,,84.0,54.0,30.0,,,,,54.0,8.0,,,,,,,,
454.0,2006,,5570.0,461.0,4195.0,6.0,,8.0,,638.0,484.0,36.0,10.0,94.0,,638.0,,,638.0,326.0,312.0,638.0,201.0,5.0,432.0,45.0,26.0,19.0,,,,,,,,,,,85.0,55.0,30.0,,,,,60.48,9.8,,,,,,,,
454.0,2007,,5460.0,517.0,4808.0,2.0,13.0,1.0,,734.0,559.0,47.0,13.0,99.0,,735.0,,,734.0,429.0,305.0,735.0,232.0,9.0,494.0,43.0,29.0,14.0,,,,,,,,,,,79.0,57.0,22.0,,,,,55.0,7.7,,,,,,,,
454.0,2008,,5864.0,473.0,3488.0,2.0,10.0,1.0,,742.0,574.0,45.0,12.0,98.0,,742.0,,,742.0,370.0,372.0,742.0,227.0,15.0,500.0,43.0,31.0,12.0,,,,,,,,,,,86.0,61.0,25.0,,,,,58.0,8.4,,,,,,,,
454.0,2009,755.0,5167.0,510.0,4083.0,2.0,14.0,2.0,,755.0,574.0,46.0,12.0,105.0,,755.0,,,755.0,373.0,382.0,755.0,251.0,21.0,483.0,46.0,33.0,13.0,,,,,,,,,,,91.0,63.0,28.0,,,,59.8,55.1,8.0,,,,,,,,
454.0,2010,746.0,6057.0,459.0,3900.0,2.0,8.0,2.0,,745.0,562.0,46.0,20.0,105.0,,746.0,,,746.0,311.0,435.0,746.0,224.0,4.0,518.0,45.0,31.0,14.0,,,,,,,,,,,90.0,61.0,29.0,,,,53.7,42.7,8.5,,,,,,,,
454.0,2011,767.0,5821.0,496.0,3966.0,3.0,16.0,2.0,,766.0,588.0,45.0,10.0,102.0,,767.0,,,767.0,307.0,460.0,767.0,227.0,4.0,536.0,36.0,31.0,5.0,,,,,,,,,,,92.0,61.0,31.0,,,,51.7,42.3,8.0,,,,,,,,
454.0,2012,770.0,6702.0,491.0,4269.0,2.3,4.2,5.2,,770.2,631.1,28.4,7.0,92.0,,770.0,,,770.4000000000001,283.6,486.8,770.4,198.5,3.1,568.8,35.0,31.0,4.0,,,,,,,,,,,96.0,65.0,31.0,,,,54.0,44.8,8.7,,,,,,,,
454.0,2013,795.0,,,,,,12.7,,795.0000000000001,642.2,49.9,18.5,71.7,,795.0,,,795.0,320.4,474.6,795.0999999999999,219.8,9.1,566.1999999999999,33.0,29.0,4.0,,,,,,,,,,,90.0,62.0,28.0,,,,,,,,,,,,,,
454.0,2014,819.0,8274.0,511.0,5164.0,1.1,10.0,8.3,,819.0999999999999,637.3,47.5,8.4,106.5,,819.0,,,819.2,240.1,579.1,819.1,230.4,4.7,584.0,36.0,32.0,4.0,,,,,,,,,,,106.0,74.0,32.0,,,,,,10.1,,,,,,,,
454.0,2015,805.0,7244.0,516.0,4640.0,0.9,6.1,8.0,,804.9,635.9,48.3,9.1,96.6,,805.0,,,804.9000000000001,215.8,589.1,804.9000000000001,220.6,2.0,582.3000000000001,39.0,35.0,4.0,,,,,,,,,,,121.0,86.0,35.0,,,,,,8.8,,,,,,,,
454.0,2016,849.0,8521.0,520.0,5330.0,1.2,8.8,9.3,,849.1999999999999,645.0,56.9,12.4,115.6,,849.0,,,849.4000000000001,236.3,613.1,849.3,233.2,2.3,613.8,30.0,26.0,4.0,,,,,,,,,,,100.0,72.0,28.0,,,,,,9.3,,,,,,,,
454.0,2017,837.0,8443.0,536.0,5490.0,1.1,10.4,16.5,,837.3,698.3,45.6,15.4,50.0,,837.0,,,837.3000000000001,264.1,573.2,837.3,129.2,1.2,706.9,47.0,41.0,6.0,,,,,,,,,,,159.0,114.0,45.0,,,,,,10.2,,,,,,,,
454.0,2018,871.0,8819.0,552.0,5655.0,1.1,10.8,17.2,,870.7,726.2,47.4,16.0,52.0,,871.0,,,871.0999999999999,274.8,596.3,871.2,134.4,1.3,735.5,55.0,49.0,6.0,,,,,,,,,,,174.0,125.0,49.0,,,,,,10.8,,,,,,,,
454.0,2019,,,,,,6.4,11.7,,978.4000000000001,896.1,15.7,6.4,42.1,,978.0,,,977.0,556.0,421.0,978.3,347.3,1.0,630.0,41.0,39.0,2.0,258329.0,255479.0,2850.0,,,,,244.0,120.0,,168.0,161.0,7.0,,,,,,,,,,,,,,
454.0,2020,,,,,,2.1,0.2,,198.99999999999997,184.6,3.6,2.1,6.4,,199.0,,,198.0,39.0,159.0,198.9,38.6,0.8,159.5,28.0,26.0,2.0,,,,,,,,,,,130.0,126.0,4.0,,,,,,,,,,,,,,
454.0,2021,,,,,,6.0,0.9,,431.8999999999999,392.7,9.9,6.0,16.4,,432.0,,,431.0,126.0,305.0,432.0,136.1,0.4,295.5,29.0,27.0,2.0,,,,,,,,,,,140.0,136.0,4.0,,,,,,,,,,,,,,
454.0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.0,1995,,,,11554.0,29.0,64.0,146.0,,7468.0,29.0,136.0,6660.0,404.0,14885.0,7469.0,7416.0,,7122.0,6438.0,684.0,7122.0,1830.0,207.0,5085.0,5044.0,3969.0,1075.0,,,,,,,10716.0,20642.0,,,2722.0,2314.0,408.0,1220.0,76373.0,,65.5,,1.6,,,,,,,,
458.0,1996,,,,12463.0,28.0,63.0,125.0,,7139.0,30.0,146.0,6336.0,411.0,14084.0,7138.0,6946.0,,6776.0,6200.0,576.0,6775.0,1680.0,224.0,4871.0,5732.0,4477.0,1255.0,,,,,,,13473.0,23333.0,,,3032.0,2569.0,463.0,1289.0,85514.0,,62.3,,,,,,,,,,
458.0,1997,,,,14652.0,16.0,54.0,143.0,,6211.0,24.0,137.0,5450.0,387.0,12591.0,6211.0,6380.0,,5859.0,5354.0,505.0,5859.0,1906.0,201.0,3752.0,4925.0,3741.0,1184.0,,,,,,,15635.0,26165.0,,,3158.0,2590.0,568.0,1365.0,98440.0,,58.0,,,,,,,,,,
458.0,1998,,,,16124.0,20.0,56.0,263.0,,5551.0,25.0,122.0,4697.0,368.0,10886.0,5551.0,5335.0,,5203.0,4644.0,559.0,5203.0,1559.0,427.0,3217.0,3237.0,2381.0,856.0,,,,,,,14182.0,25631.0,,,2160.0,1785.0,375.0,1419.0,107791.0,,49.9,,,,,,,,,,
458.0,1999,,,10340.0,17410.0,19.0,69.0,556.0,,7932.0,30.0,122.0,6827.0,309.0,13910.0,7931.0,5979.0,,7483.0,6770.0,713.0,7456.0,1933.0,762.0,4761.0,4403.0,3588.0,815.0,,,,,,11494.0,16166.0,26067.0,,,2382.0,1973.0,409.0,1404.0,109413.0,,51.7,,1.5,,,,,,,,
458.0,2000,,,12393.0,,44.0,180.0,308.0,,10220.0,74.0,308.0,8716.0,590.0,17213.0,10222.0,6991.0,,9609.0,8554.0,1055.0,9609.0,3265.0,371.0,5973.0,5873.0,5011.0,862.0,,,,,,13606.0,,30532.0,,,2543.0,2075.0,468.0,1492.0,134503.0,,57.7,,,,,84.1,,,,11.8,
458.0,2001,,,13115.0,,108.0,212.0,435.0,,12776.0,162.0,322.0,10833.0,704.0,22995.0,12775.0,10219.0,,12062.0,10530.0,1532.0,12062.0,2827.0,420.0,8815.0,7627.0,6863.0,764.0,,,,,,15564.0,,36248.0,,,3391.0,2614.0,777.0,1776.0,130757.0,,58.6,,,,,,,,,,
458.0,2002,,,15615.0,,126.0,244.0,397.0,,13291.0,148.0,283.0,11456.0,637.0,20756.0,13292.0,7464.0,,12644.0,10484.0,2160.0,12644.0,2434.0,245.0,9965.0,8084.0,7118.0,966.0,,,,,,16458.0,,29866.0,,,3330.0,2618.0,712.0,1878.0,137196.0,,57.9,,,,,81.8,,,,12.1,
458.0,2003,,,13239.0,,78.0,209.0,355.0,,10576.0,134.0,270.0,9074.0,456.0,16293.0,10577.0,5716.0,,10085.0,8456.0,1629.0,10085.0,1810.0,265.0,8010.0,6799.0,5901.0,898.0,,,,,,18335.0,,32201.0,,,3401.0,2846.0,555.0,1989.0,144380.0,,53.3,,,,,85.2,,,,12.3,
458.0,2004,,,20009.0,,124.0,249.0,398.0,,15703.0,137.0,272.0,13983.0,540.0,24432.0,15703.0,8729.0,,14651.0,12483.0,2168.0,14651.0,1988.0,330.0,12333.0,9183.0,8203.0,980.0,,,,,,27885.0,,30761.0,,,3822.0,3178.0,644.0,2224.0,151135.0,,60.8,,,,,91.3,,,,13,
