country_code,year,total_guests,total_overnights,hotel_guests,hotel_overnights,total_middle_east,total_south_asia,total_other_region_not_classified,total_nationals_residing_abroad,total_regions,total_africa,total_americas,total_east_asia_pacific,total_europe,total_region_arrivals,overnight_visitors,same_day_visitors,same_day_cruise_passengers,total_by_purpose,visitors_personal,visitors_business_professional,total_arrivals_transport,arrivals_by_air,arrivals_by_water,arrivals_by_land,total_inbound_tourism_expenditure,travel_inbound_tourism_expenditure,transport_inbound_tourism_expenditure,total_domestic_trip_visitors,domestic_trip_overnight_visitors,domestic_trip_same_day_visitors,total_guests_domestic,total_overnights_domestic,hotel_guests_domestic,hotel_overnights_domestic,total_departures,departures_overnight_visitors,departures_same_day_visitors,outbound_total_expenditure,outbound_travel_expenditure,outbound_transport_expenditure,establishments,rooms,bed_places,occupancy_rate_per_room,occupancy_rate_per_bed_place,avg_stay_length,available_capacity,total_tourism_employees,employees_visitor_accomodation_services,employees_other_accomodation_services,employees_food_and_beverage_service,employees_passenger_transportation,employees_travel_agencies,employees_other_tourism_industries
56.0,2008,7165.0,16361.0,5820.0,11120.0,22.0,64.0,161.0,,7164.0,63.0,399.0,268.0,6187.0,,7165.0,,,7164.0,4588.0,2576.0,,,,,,12020.0,,,,,5265.0,13611.0,3081.0,5422.0,,8887.0,,,19523.0,,2069.0,67910.0,170914.0,,,,,,,,,,,
56.0,2009,6815.0,15453.0,5452.0,10337.0,20.0,47.0,116.0,,6815.0,63.0,375.0,238.0,5956.0,,6815.0,,,6815.0,4532.0,2283.0,,,,,12718.0,11461.0,1257.0,,5431.0,,5431.0,13803.0,3218.0,5606.0,,8775.0,,20813.0,19001.0,1812.0,2095.0,68708.0,170904.0,,,,,137.95000000000002,15.513,4.613,69.744,38.109,6.916,3.055
56.0,2010,7186.0,16170.0,5772.0,10854.0,26.0,52.0,52.0,,7186.0,61.0,429.0,256.0,6310.0,,7186.0,,,7186.0,4779.0,2407.0,,,,,12680.0,11393.0,1287.0,,5802.0,,5802.0,14128.0,3601.0,6169.0,,8801.0,,20884.0,18862.0,2022.0,2196.0,70932.0,175247.0,,,,,139.018,15.737,4.642,69.84,39.144,6.721,2.934
56.0,2011,7494.0,16724.0,6077.0,11436.0,31.0,55.0,27.0,,7494.0,62.0,489.0,307.0,6523.0,,7494.0,,,7494.0,4886.0,2608.0,,,,,14114.0,12750.0,1364.0,,6124.0,,6124.0,14656.0,3883.0,6529.0,,9727.0,,22836.0,20672.0,2164.0,2149.0,70531.0,174545.0,,,,,,,,,,,
56.0,2012,7560.0,16433.0,6146.0,11546.0,36.0,52.5,30.5,,7560.0,61.0,505.0,367.0,6508.0,,7560.0,,,7560.0,4772.0,2788.0,,,,,13704.0,12498.0,1206.0,,6313.0,,6313.0,14835.0,3806.0,6328.0,,9576.0,,22357.0,20166.0,2191.0,3216.0,72379.0,176693.0,,,,,,,,,,,
56.0,2013,7684.0,16512.0,6228.0,11624.0,40.0,56.0,49.0,,7684.0,64.0,517.0,398.0,6560.0,,7684.0,,,7684.0,4846.0,2838.0,,,,,14534.0,13384.0,1150.0,,6468.0,,6468.0,14936.0,3947.0,6525.0,,10803.0,,24507.0,22157.0,2350.0,3398.0,73886.0,181231.0,,,,,,,,,,,
56.0,2014,7887.0,17069.0,6389.0,12082.0,48.1,66.5,45.4,,7887.4,66.4,566.4,437.1,6657.5,,7887.0,,,7887.4,5045.2,2842.2,,,,,15249.0,13918.0,1331.0,,6754.0,,6754.0,15537.0,4175.0,6926.0,,10991.0,,26444.0,23820.0,2624.0,3987.0,79089.0,211419.0,,,,,,,,,,,
56.0,2015,8355.0,18852.0,6440.0,12035.0,59.1,78.1,33.8,,8354.7,65.3,602.5,498.3,7017.6,,8355.0,,,8354.7,5450.2,2904.5,,,,,8975.0,7865.0,1110.0,,7492.0,,7492.0,19528.0,4304.0,7048.0,,10835.0,,15856.0,13654.0,2202.0,3830.0,75378.0,189838.0,,,,,,,,,,,
56.0,2016,7481.0,17063.0,5557.0,10215.0,45.3,61.6,74.4,,7481.400000000001,64.2,493.4,343.0,6399.5,,7481.0,,,7481.4,4809.8,2671.6,,,,,8784.0,7648.0,1136.0,,7729.0,,7729.0,19792.0,4326.0,6968.0,,13372.0,,16522.0,14439.0,2083.0,3953.0,76440.0,190515.0,,,,,,,,,,,
56.0,2017,8385.0,18657.0,6313.0,11632.0,57.2,66.5,163.4,,8384.6,69.6,621.3,428.9,6977.7,,8385.0,,,8384.5,5444.4,2940.1,,,,,9636.0,8396.0,1240.0,,7934.0,,7934.0,20020.0,4492.0,7313.0,19328.0,14628.0,4700.0,17835.0,15600.0,2235.0,4099.0,76941.0,191254.0,,,,,,,,,,,
56.0,2018,9119.0,20565.0,6700.0,12424.0,73.0,76.9,177.4,,9118.9,74.6,703.9,486.6,7526.5,,9119.0,,,9118.8,6048.4,3070.4,,,,,10319.0,8880.0,1439.0,,8441.0,,8441.0,20756.0,4801.0,7858.0,21127.0,15627.0,5500.0,20789.0,18442.0,2347.0,4170.0,78954.0,199265.0,,,,,,,,,,,
56.0,2019,9343.0,21205.0,6800.0,12669.0,74.3,69.5,201.4,,9343.3,75.2,742.3,503.9,7676.7,,9343.0,,,9343.3,6194.9,3148.4,,,,,10516.0,8829.0,1687.0,,8714.0,,8714.0,21308.0,4954.0,8126.0,23721.0,17321.0,6400.0,20924.0,18667.0,2257.0,4077.0,79469.0,201153.0,,,,,,,,,,,
56.0,2020,2584.0,6547.0,1804.0,3480.0,13.8,9.7,57.6,,2583.9,26.1,113.9,63.8,2299.0,,2584.0,,,2584.0,1744.0,840.0,,,,,7227.0,6402.0,825.0,,4792.0,,4792.0,13631.0,2538.0,4243.0,10208.0,7108.0,3100.0,13881.0,12965.0,916.0,3925.0,78555.0,197194.0,,,,,,,,,,,
56.0,2021,3243.0,7851.0,2313.0,4341.0,23.6,9.8,101.7,,3243.0,29.8,113.6,31.2,2933.3,,3243.0,,,3243.1000000000004,2207.4,1035.7,,,,,7336.0,6289.0,1047.0,,7729.0,,7729.0,21370.0,3996.0,6559.0,10890.0,8593.0,2297.0,15522.0,14624.0,898.0,3652.0,77031.0,198182.0,,,,,,,,,,,
56.0,2022,8220.0,19378.0,5728.0,10916.0,60.0,41.3,286.3,,8220.199999999999,60.2,541.7,146.3,7084.4,,8220.0,,,8220.2,5848.8,2371.4,,,,,8737.38,6939.48,1797.9,,9406.0,,9406.0,23646.0,5077.0,8421.0,20428.0,16005.0,4423.0,17705.3,16207.6,1497.7,3711.0,79524.0,204876.0,,,,,,,,,,,
60.0,1995,387.0,2421.0,,,,,8.0,,388.0,,349.0,1.0,30.0,557.0,387.0,170.0,170.0,387.0,330.0,57.0,557.0,387.0,170.0,,,488.0,,,,,,,,,,,,,,,,4141.0,,58.3,,,,,,,,,,
60.0,1996,390.0,2365.0,,,,,8.0,,390.0,,351.0,1.0,30.0,570.0,390.0,182.0,182.0,390.0,333.0,57.0,572.0,390.0,182.0,,,472.0,,,,,,,,,,,,,,,,4152.0,,57.0,,,,,,,,,,
60.0,1997,380.0,2283.0,,,,,8.0,,380.0,,339.0,1.0,32.0,562.0,380.0,182.0,182.0,380.0,319.0,61.0,562.0,380.0,182.0,,,478.0,,,,,,,,,,,,,,,,4135.0,,58.4,,5.17,,,,,,,,
60.0,1998,370.0,2274.0,,,,,8.0,,370.0,,324.0,1.0,37.0,558.0,370.0,188.0,188.0,369.0,309.0,60.0,558.0,370.0,188.0,,,487.0,,,,,,,,,,,,,,,,3857.0,,60.0,,5.26,,,,,,,,
60.0,1999,355.0,2145.0,,,,,7.0,,355.0,,311.0,1.0,36.0,549.0,355.0,194.0,194.0,355.0,301.0,54.0,549.0,355.0,194.0,,,479.0,,,,,,,,,,,,,,,,3276.0,,59.6,,,,,,,,,,
60.0,2000,332.0,1966.0,,,,,8.0,,332.0,,287.0,1.0,36.0,539.0,332.0,207.0,207.0,332.0,284.0,48.0,539.0,332.0,207.0,,,431.0,,,,,,,,,,,,,,,,3339.0,,61.6,,,,,,,,,,
60.0,2001,278.0,1775.0,,1135.0,,,7.0,,278.0,,241.0,1.0,29.0,458.0,278.0,180.0,180.0,278.0,244.0,34.0,458.0,278.0,180.0,,,351.0,,,,,,,,,,140.0,,,,,,3337.0,7915.0,51.9,,6.0,,,,,,,,
60.0,2002,284.0,1822.0,220.0,1175.0,,,9.0,,285.0,,244.0,1.0,31.0,484.0,284.0,200.0,200.0,283.0,244.0,39.0,484.0,284.0,200.0,,,378.0,,,,,,,,,,145.0,,,243.0,,,3251.0,6523.0,55.01,,6.5,,,,,,,,
60.0,2003,257.0,1598.0,196.0,995.0,,,8.0,,257.0,,222.0,1.0,26.0,483.0,257.0,226.0,226.0,257.0,206.0,51.0,483.0,257.0,226.0,,,348.0,,,,,,,,,,141.0,,,248.0,,,3100.0,6293.0,54.5,,6.2,,,,,,,,
60.0,2004,272.0,1733.0,206.0,1057.0,,,9.0,,272.0,,236.0,1.0,26.0,478.0,272.0,206.0,206.0,271.0,216.0,55.0,478.0,272.0,206.0,,,426.0,,,,,,,,,,156.0,,,217.0,,,2921.0,5888.0,62.4,,6.4,,,,,,,,
60.0,2005,270.0,1729.0,207.0,1047.0,,,10.0,,271.0,,233.0,1.0,27.0,517.0,270.0,247.0,247.0,270.0,211.0,59.0,517.0,270.0,247.0,,,429.0,,,,,,,,,,161.0,,,239.0,,,3067.0,6167.0,56.9,,6.4,,,,,,,,
60.0,2006,299.0,1931.0,227.0,1159.0,,,11.0,,299.0,,255.0,1.0,32.0,635.0,299.0,336.0,336.0,299.0,242.0,57.0,635.0,299.0,336.0,,,495.0,,,,,,,,,,170.0,,394.0,268.0,126.0,,3011.0,6065.0,63.8,,6.5,,,,,,,,
60.0,2007,306.0,1898.0,230.0,1120.0,,,12.0,,306.0,,257.0,1.0,36.0,660.0,306.0,354.0,354.0,306.0,238.0,68.0,660.0,306.0,354.0,,,569.0,,,,,,,,,,181.0,,453.0,288.0,165.0,,2766.0,5590.0,67.1,,4.88,,,,,,,,
60.0,2008,264.0,1679.0,189.0,948.0,,,11.0,,264.0,,217.0,1.0,35.0,550.0,264.0,286.0,286.0,264.0,203.0,61.0,550.0,264.0,286.0,,,431.0,,,,,,,,,,192.0,,459.0,307.0,152.0,54.0,2736.0,5538.0,59.1,,5.0,,,,,,,,
60.0,2009,236.0,1437.0,171.0,827.0,,,8.0,,236.0,,198.0,1.0,29.0,554.0,236.0,318.0,318.0,235.0,185.0,50.0,554.0,236.0,318.0,,,366.0,,,,,,,,,,,,407.0,295.0,112.0,52.0,2832.0,5820.0,51.1,,4.84,,,,,,,,
60.0,2010,232.0,1442.0,171.0,845.0,,,7.0,,232.0,,196.0,1.0,28.0,580.0,232.0,348.0,348.0,232.0,184.0,48.0,580.0,232.0,348.0,,,442.0,,,,,,,,,,,,417.0,301.0,116.0,50.0,2691.0,5693.0,54.0,,4.94,,,,,,,,
60.0,2011,236.0,1429.0,177.0,876.0,,,6.0,,236.0,,202.0,1.0,27.0,652.0,236.0,416.0,416.0,236.0,184.0,52.0,652.0,236.0,416.0,,500.0,493.0,7.0,,,,,,,,,,,326.0,216.0,110.0,48.0,2591.0,5401.0,56.0,,4.9,,,,,,,,
60.0,2012,232.0,1414.0,174.0,845.0,,,6.0,,232.0,,199.0,1.0,26.0,610.0,232.0,378.0,378.0,232.0,187.0,45.0,610.0,232.0,378.0,,448.0,441.0,7.0,,,,,,,,,,,327.0,221.0,106.0,48.0,2531.0,5243.0,56.0,,4.9,,,,,,,,
60.0,2013,236.0,,175.0,,,,7.8,,236.30000000000004,,198.8,0.9,28.8,576.0,236.0,340.0,340.0,236.0,187.0,49.0,576.0,236.0,340.0,,447.0,439.0,8.0,,,,,,,,,,,322.0,222.0,100.0,47.0,2538.0,5265.0,56.37,,,,,,,,,,
60.0,2014,224.0,1307.0,161.0,781.0,,,6.6,,224.4,,188.6,0.9,28.3,580.0,224.0,356.0,356.0,224.4,177.8,46.6,580.0,224.0,356.0,,407.0,401.0,6.0,,,,,,,,,,,378.0,264.0,114.0,45.0,2415.0,5018.0,53.44,,,,,,,,,,
60.0,2015,220.0,1399.0,158.0,760.0,,,7.3,,219.8,,182.1,0.9,29.5,597.0,220.0,377.0,377.0,219.9,174.8,45.1,597.0,220.0,377.0,,370.0,370.0,,,,,,,,,,,,363.0,244.0,119.0,43.0,2372.0,4894.0,52.5,,,,,,,,,,
60.0,2016,244.0,1499.0,182.0,859.0,,,7.6,,244.4,,206.6,1.3,28.9,642.0,244.0,398.0,398.0,244.39999999999998,200.39999999999998,44.0,642.0,244.0,398.0,,440.0,440.0,,,,,,,,,,,,373.0,249.0,124.0,42.0,2334.0,4872.0,57.8,,,,,,,,,,
60.0,2017,270.0,1687.0,189.0,894.0,,,9.9,,269.49999999999994,,225.7,1.6,32.3,688.0,270.0,418.0,418.0,269.5,221.4,48.1,687.6,269.6,418.0,,513.0,513.0,,,,,,,,,,,,369.0,255.0,114.0,42.0,2409.0,5065.0,63.1,,,,,,,,,,
60.0,2018,282.0,1651.0,204.0,945.0,,,9.4,,281.9,,241.9,1.2,29.4,766.0,282.0,484.0,484.0,281.8,235.2,46.6,766.0,282.0,484.0,,583.0,583.0,,,,,,,,,,,,334.0,254.0,80.0,41.0,2404.0,5113.0,63.7,,,,,,,,,,
60.0,2019,269.0,1607.0,194.0,911.0,0.3,0.4,0.5,,269.4,0.7,234.7,2.5,30.3,805.0,269.0,536.0,536.0,269.5,222.20000000000002,47.3,805.0,269.0,536.0,,601.0,601.0,,,,,,,,,,,,342.0,264.0,78.0,41.0,2434.0,5272.0,61.0,,,,,,,,,,
60.0,2020,42.1,418.0,27.4,181.0,,0.1,0.1,,42.0,0.2,33.9,0.3,7.4,51.4,42.1,9.3,9.3,42.1,32.7,9.4,51.400000000000006,42.1,9.3,,94.0,94.0,,,,,,,,,,,,212.0,191.0,21.0,41.0,2352.0,5018.0,24.1,,,,,,,,,,
60.0,2021,72.0,641.0,44.0,273.0,,0.1,0.6,,72.1,0.1,62.0,0.3,9.0,86.4,72.2,14.2,14.2,72.1,66.0,6.1,86.4,72.2,14.2,,142.9,142.9,,,,,,,,,,,,233.1,201.6,31.5,41.0,2438.0,4884.0,37.1,,,,,,,,,,
60.0,2022,146.0,1006.0,99.0,507.0,0.1,0.1,1.8,,145.76,0.36,121.2,1.1,21.1,548.5,145.9,402.7,402.7,145.9,122.9,23.0,548.6,145.9,402.7,,,,,,,,,,,,,,,,,,42.0,2522.0,5826.0,53.4,,,,,,,,,,
64.0,1995,,,,,,,0.1,,4.8,,1.0,1.5,2.2,,4.8,,,4.8,4.8,,4.8,4.8,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1996,,,,,,,0.1,,5.199999999999999,,1.1,1.6,2.4,,5.2,,,5.2,5.2,,5.2,5.2,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1997,,,,,,,0.1,,5.4,,1.0,1.7,2.6,,5.4,,,5.4,5.4,,5.4,5.4,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1998,,,,46.0,,,,,6.2,,1.6,1.4,3.2,,6.2,,,6.2,6.2,,6.2,6.2,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,1999,,,,53.0,,,0.2,,7.2,,2.3,1.6,3.1,,7.2,,,7.2,7.2,,7.2,7.2,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,2000,,,,61.0,,,0.2,,7.6000000000000005,,3.0,1.4,3.0,,7.6,,,7.6,7.6,,7.6,7.6,,,10.0,,,,,,,,,,,,,,,,,1215.0,2153.0,,50.34,7.0,,,,,,,,
64.0,2001,,,,53.0,,,0.1,,6.3999999999999995,,2.4,1.4,2.5,,6.4,,,6.4,6.4,,6.4,6.4,,,9.0,,,,,,,,,,,,,,,,,1215.0,2153.0,,,,,,,,,,,
64.0,2002,,,,47.0,,,,,5.6,,2.2,1.3,2.1,,5.6,,,5.6,5.6,,5.6,4.1,,1.5,8.0,,,,,,,,,,,,,,,,,1239.0,2366.0,,25.0,8.0,,,,,,,,
64.0,2003,,,,49.0,,,0.1,,6.299999999999999,,2.0,1.4,2.8,,6.3,,,6.3,6.3,,6.199999999999999,5.1,,1.1,8.0,,,,,,,,,,,,,,,,,1239.0,2366.0,,25.0,8.0,,,,,,,,
64.0,2004,,,,74.0,,,,,9.2,,3.6,1.7,3.9,,9.2,,,9.2,9.2,,9.2,6.6,,2.6,13.0,,,,,,,,,,,,,,,,,1239.0,2366.0,,25.0,8.0,,,,,,,,
64.0,2005,,,,74.0,,,,,13.6,,5.2,2.8,5.6,,13.6,,,13.6,13.6,,13.6,11.7,,1.9,19.0,,,,,,,,,,,,,,,,,1436.0,2636.0,,25.0,8.5,,,,,,,,
64.0,2006,,,,,,,,,17.3,0.1,5.6,4.3,7.3,,17.3,,,17.3,17.3,,17.3,14.0,,3.3,36.0,23.0,13.0,,,,,,,,,,,,22.0,,,1532.0,2746.0,,26.5,8.0,,,,,,,,
64.0,2007,,,,170.0,,,,,21.1,0.1,6.7,5.4,8.9,,21.0,,,21.0,21.0,,21.0,16.0,,5.0,47.0,28.0,19.0,,,,,,,,,,,,26.0,,93.0,1860.0,3320.0,,12.4,7.9,,,,,,,,
64.0,2008,,,,220.0,,0.1,,,27.6,0.1,8.2,7.4,11.8,,28.0,,,28.0,26.0,2.0,28.0,23.0,,5.0,47.0,37.0,10.0,,,,,,,,,,,65.0,64.0,1.0,132.0,2004.0,3531.0,,,7.8,,,,,,,,
64.0,2009,,,,179.0,,0.1,,,23.5,0.1,5.7,7.7,9.9,,23.0,,,24.0,22.0,2.0,23.0,19.0,,4.0,51.0,42.0,9.0,,,,,,,,,,,34.0,33.0,1.0,143.0,2385.0,4183.0,,,7.6,,,,,,,,
64.0,2010,,,,207.0,,0.1,,,27.200000000000003,0.1,6.5,8.6,11.9,,41.0,,,41.0,37.0,4.0,41.0,35.0,,6.0,64.0,40.0,24.0,,,,,,,,,,,43.0,41.0,2.0,119.0,2454.0,4868.0,,,7.6,,,,,,,,
64.0,2011,,,,277.0,,0.2,,,37.5,0.1,8.1,14.9,14.2,,66.0,,,66.0,43.0,23.0,66.0,57.0,,9.0,76.0,47.0,29.0,,,,,,,,,,,58.0,56.0,2.0,128.0,2805.0,5572.0,,,7.5,,,,,,,,
64.0,2012,,,,303.0,,0.2,,,43.900000000000006,0.1,7.9,21.3,14.4,,105.0,,,105.0,85.0,20.0,105.4,59.5,,45.9,93.0,61.0,32.0,,,,,,,,,,,69.0,67.0,2.0,123.0,2749.0,5464.0,,,,,,,,,,,
64.0,2013,,,,303.0,,0.2,,,44.2,0.1,9.1,21.2,13.6,,116.0,,,116.0,98.0,18.0,116.3,60.8,,55.5,116.0,83.0,33.0,,,,,,,,,,,67.0,64.0,3.0,123.0,2805.0,5572.0,,,,,,,,,,,
64.0,2014,,,,371.0,,0.2,,,57.900000000000006,0.2,9.8,32.1,15.6,,133.0,,,133.45000000000002,117.65,15.8,133.4,65.9,,67.5,99.0,84.0,15.0,,,,,,,,,,,42.6,42.0,0.6,139.0,3204.0,6380.0,,,,,,,,,,,
64.0,2015,,,,341.0,,0.2,,,48.800000000000004,0.1,9.4,24.7,14.4,,155.0,,,155.1,140.0,15.1,155.0,86.0,,69.0,120.0,94.0,26.0,,,,,,,,,,,44.0,40.0,4.0,93.0,2463.0,4925.0,,,,,,,,,,,
64.0,2016,,,,363.0,0.1,0.3,,,54.599999999999994,0.1,9.4,30.3,14.4,,210.0,,,209.6,192.1,17.5,209.5,103.5,,106.0,139.0,92.0,47.0,,,,,,,,,,,52.0,51.0,1.0,116.0,3292.0,6029.0,,,,,,,,,,,
64.0,2017,,,,408.0,0.09,0.4,,,62.347,0.1,12.3,33.257,16.2,,255.0,,,254.6,237.7,16.9,254.7,126.9,,127.8,153.0,105.0,48.0,,,,,,,,,,,63.0,61.0,2.0,124.0,3449.0,6629.0,,,,,,,,,,,
64.0,2018,,,,420.0,0.14,0.448,,,63.368,0.14,14.11,29.71,18.82,,274.0,,,274.09999999999997,258.9,15.2,274.1,142.4,,131.7,121.0,103.0,18.0,,,,,,,,,,,79.0,78.0,1.0,136.0,3721.0,7167.0,,,,,,,,,,,
64.0,2019,,,,2210.0,0.3,245.3,,,315.6,0.3,15.1,33.3,21.3,,316.0,,,315.59999999999997,298.2,17.4,315.6,142.9,,172.7,120.0,120.0,,1051.0,765.0,286.0,,,,,72.0,41.0,31.0,67.0,67.0,,160.0,4335.0,7777.0,,,,,,,,,,,
64.0,2020,,,,216.0,,23.6,,,29.700000000000003,,1.4,2.8,1.9,,29.8,,,29.8,27.5,2.3,29.8,11.2,,18.6,84.0,84.0,,,,,,,,,,,,50.0,50.0,,173.0,4532.0,8394.0,,,,,,,,,,,
64.0,2021,,,,0.113,,,,,0.001,,0.001,,,,0.001,,,0.001,0.001,,0.001,0.001,,,3.8,3.8,,,,,,,,,,,,18.2,18.2,,182.0,4738.0,8762.0,,,,,,,,,,,
64.0,2022,,,,,,11.2,,,20.799999999999997,,2.9,3.6,3.1,,20.9,,,,,,20.9,10.9,,10.0,0.2,0.2,,,,,,,,,,,,38.8,38.8,,,,,,,,,,,,,,,
68.0,1995,,,351.0,976.0,,,,,284.0,1.0,171.0,11.0,101.0,,284.0,,,284.0,178.0,106.0,283.0,168.0,4.0,111.0,92.0,55.0,37.0,,,,,,647.0,1329.0,,249.0,,72.0,48.0,24.0,554.0,13744.0,23809.0,,28.4,2.8,,,,,,,,
68.0,1996,,,377.0,1041.0,,,,,313.0,1.0,187.0,13.0,112.0,,313.0,,,313.0,267.0,46.0,313.0,194.0,5.0,114.0,100.0,61.0,39.0,,,,,,677.0,1380.0,,269.0,,87.0,54.0,33.0,578.0,14342.0,24383.0,,29.1,2.3,,,,,,,,
68.0,1997,,,398.0,1109.0,,,,,355.0,1.0,230.0,13.0,111.0,,355.0,,,355.0,302.0,53.0,355.0,245.0,5.0,105.0,129.0,64.0,65.0,,,,,,702.0,1420.0,,285.0,,96.0,57.0,39.0,605.0,14260.0,23649.0,,29.7,2.3,,,,,,,,
68.0,1998,,,420.0,1142.0,,,,,420.0,1.0,269.0,14.0,136.0,,387.0,,,388.0,331.0,57.0,387.0,279.0,5.0,103.0,137.0,69.0,68.0,,,,,,728.0,1443.0,,299.0,,98.0,60.0,38.0,646.0,15126.0,25449.0,,28.3,2.3,,,,,,,,
68.0,1999,,,409.0,1095.0,,,,,409.0,1.0,242.0,20.0,146.0,,342.0,,,342.0,291.0,51.0,342.0,236.0,5.0,101.0,124.0,87.0,37.0,,,,,,708.0,1365.0,,253.0,,117.0,75.0,42.0,658.0,15497.0,26176.0,,26.1,2.2,,,,,,,,
68.0,2000,,,381.0,991.0,,,,,381.0,1.0,220.0,18.0,142.0,,319.0,,,305.0,262.0,43.0,319.0,233.0,6.0,80.0,101.0,68.0,33.0,,,,,,658.0,1293.0,,201.0,,116.0,77.0,39.0,691.0,15795.0,26852.0,,23.6,2.2,,,,,,,,
68.0,2001,,,379.0,960.0,,,,,379.0,1.0,215.0,17.0,146.0,,316.0,,,316.0,260.0,56.0,316.0,208.0,4.0,104.0,119.0,76.0,43.0,,,,,,673.0,1263.0,,222.0,,114.0,83.0,31.0,734.0,16810.0,28707.0,,23.1,2.11,,,,,,,,
68.0,2002,,,380.0,969.0,,,,,380.0,1.0,217.0,16.0,146.0,,334.0,,,334.0,275.0,59.0,334.0,199.0,2.0,133.0,143.0,100.0,43.0,,,,,,742.0,1322.0,,217.0,,114.0,80.0,34.0,832.0,18463.0,30171.0,,20.6,2.04,,,,,,,,
68.0,2003,,,367.0,1006.0,,,,,367.0,1.0,210.0,15.0,141.0,,427.0,,,428.0,378.0,50.0,428.0,222.0,2.0,204.0,243.0,166.0,77.0,,,,,,775.0,1404.0,,304.0,,197.0,138.0,59.0,915.0,19800.0,32087.0,,20.8,2.11,,,,,,,,
68.0,2004,,,391.0,1030.0,,,9.0,,480.0,2.0,285.0,22.0,162.0,,480.0,,,480.0,431.0,49.0,480.0,240.0,3.0,237.0,283.0,192.0,91.0,,,,,,871.0,1523.0,,346.0,,232.0,164.0,68.0,950.0,20862.0,33388.0,,21.3,2.02,,,,,,,,
68.0,2005,,,413.0,1099.0,,,9.0,,524.0,2.0,314.0,25.0,174.0,,524.0,,,524.0,490.0,34.0,524.0,267.0,1.0,256.0,345.0,239.0,106.0,,,,,,933.0,1644.0,,386.0,,257.0,186.0,71.0,1049.0,21999.0,36242.0,,,,,,,,,,,
68.0,2006,,,512.0,881.0,,,,,521.0,1.0,357.0,34.0,129.0,,521.0,,,521.0,488.0,33.0,521.0,242.0,1.0,278.0,330.0,244.0,86.0,,,,,,1088.0,998.0,,472.0,,360.0,273.0,87.0,1013.0,21791.0,35641.0,,,,,,,,,,,
68.0,2007,,,487.0,832.0,,,,,573.0,1.0,404.0,34.0,134.0,,573.0,,,573.0,536.0,37.0,573.0,247.0,1.0,325.0,326.0,292.0,34.0,,,,,,1092.0,981.0,,526.0,,385.0,304.0,81.0,1001.0,21617.0,35283.0,,,,,,,,,,,
68.0,2008,,,491.0,848.0,0.4,0.4,,,529.5999999999999,0.7,363.8,27.5,136.8,,530.0,,,529.6,498.6,31.0,529.5999999999999,203.7,,325.9,302.0,275.0,27.0,,,,,,1129.0,1005.0,,544.0,,381.0,281.0,100.0,1023.0,21943.0,35760.0,,,,,,,,,,,
68.0,2009,,,500.0,850.0,0.4,0.6,,,599.2,0.8,421.3,28.5,147.6,,599.0,,,599.0,549.0,50.0,599.3,226.2,,373.1,306.0,279.0,27.0,,,,,,1151.0,1050.0,,518.0,,388.0,290.0,98.0,1047.0,22006.0,36269.0,,,,,,,,,,,
68.0,2010,,,527.0,865.0,0.41,1.0,,,678.61,0.9,506.0,29.1,141.2,,679.0,,,679.0,623.0,56.0,678.6,238.8,,439.8,339.0,310.0,29.0,,,,,,1197.0,1032.0,,604.0,,421.0,313.0,108.0,1063.0,22634.0,36613.0,,,,,,,,,,,
68.0,2011,,,560.0,896.0,0.1,1.0,,,711.3,0.9,499.9,32.0,177.4,,711.0,,,711.0,652.0,59.0,711.3,286.7,,424.6,499.0,380.0,119.0,,,,,,1299.0,1010.0,,775.0,,410.0,298.0,112.0,1072.0,22772.0,36801.0,,,,,,,,,,,
68.0,2012,,,564.0,856.0,2.4,1.7,,,798.2000000000002,3.2,580.0,37.7,173.2,,798.0,,,798.0,732.0,66.0,797.9,291.5,,506.4,631.0,594.0,37.0,,,,,,1367.0,1000.0,,788.0,,502.0,361.0,141.0,1148.0,25399.0,41701.0,,,,,,,,,,,
68.0,2013,,,572.0,886.0,0.2,2.0,,,798.4000000000001,1.2,584.1,46.5,164.4,,798.0,,,798.0,732.0,66.0,798.3,330.7,,467.6,639.0,574.0,65.0,,,,,,1507.0,1037.0,,837.0,,660.0,521.0,139.0,1177.0,26190.0,42923.0,,,,,,,,,,,
68.0,2014,,,588.0,896.0,0.4,1.8,,,870.5,1.2,633.2,46.9,187.0,,871.0,,,870.6,783.5,87.1,870.5,375.4,,495.1,746.0,664.0,82.0,,,,,,1559.0,1060.0,,932.0,,953.0,808.0,145.0,1293.0,28256.0,46216.0,,,,,,,,,,,
68.0,2015,,,582.0,899.0,0.4,1.4,,,881.5999999999999,0.9,641.9,51.4,185.6,,882.0,,,881.6000000000001,774.9000000000001,106.7,881.6,410.3,,471.3,810.0,699.0,111.0,,,,,,1570.0,1057.0,,965.0,,849.0,711.0,138.0,1381.0,29809.0,48719.0,,,,,,,,,,,
